City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Mnogovershinnyy,53.9353,139.9242,6.42,97,79,3.42,RU,2022-03-19 22:28:10
1,Mnogovershinnyy,53.9353,139.9242,11.62,93,79,3.87,RU,2022-03-19 22:53:19
